user_input,retrieved_contexts,response,reference,factual_correctness(mode=f1),faithfulness,semantic_similarity
Cơn động kinh co giật có dấu hiệu như thế nào?,"['2.4.1 Cơn động kinh co cứng Trong cơn co cứng , các cơ thường co cứng lại và người bệnh bị mất ý thức. Việc co thắt các cơ vùng ngực sẽ khiến cho người bệnh cảm thấy khó thở và môi, mặt có thể trở nên tím tái. 2.4.2 Cơn động kinh co giật Cơn động kinh co giật sẽ khiến cho các cơ của người đó bị giật và co thắt. Các cơ ở khuỷu tay, chân, cổ bị co lại và sau đó dãn ra nhanh chóng. Khi cơn động kinh giảm dần thì sự giật cơ chậm dần. và cuối cùng ngừng hẳn. Sau khi giật cơ ngừng hẳn, người bệnh thường thở sâu trước khi thở lại như bình thường. 2.4.3 Cơn co cứng, co giật Cơn động kinh co cứng – co giật xảy ra khi co cứng và co giật xảy ra cùng lúc. Nếu bạn bị cơn co cứng- co giật, một số hoặc tất cả các triệu chứng sau có thể xảy ra cùng một lúc - Có một cảm giác lạ thoáng qua ví dụ như đột nhiên la hét hoặc khóc\n- Tiêu tiểu không tự chủ trong hoặc sau cơn động kinh\n- Sau cơn có thể cảm thấy lú lẫn hoặc buồn ngủ\n- Đau đầu dữ dội sau cơn động kinh Thông thường, một người có cơn động kinh co cứng – co giật sẽ bị cứng và té ngã trong pha cứng. Tứ chi và mặt sẽ giật nhanh và co cơ trong pha co giật. 2.4.4 Sau cơn động kinh co cứng co giật Một cơn động kinh điển hình thường kéo dài một vài phút hoặc ít hơn, sau đó người bệnh có thể chưa tỉnh trong vài phút hoặc hơn tùy thuộc vào cường độ của cơn động kinh. Đây gọi là giai đoạn hậu cơn động kinh, trong giai đoạn này não bộ hoạt động để cố gắng kiềm chế các xung điện bất thường và kiểm soát cơn động kinh. Sau cơn động kinh, người bệnh tỉnh lại có thể cảm thấy đau, mệt mỏi, sợ hãi và lú lẫn. Trấn an và nâng đỡ là điều mà những người chứng kiến có thể thực hiện. Một vài lưu ý cần nhớ Mặc dù chứng kiến một cơn động kinh có vẻ rất đáng sợ và có một truyền thuyết rằng những người có cơn động kinh có nguy cơ cắt phải lưỡi. Điều này hoàn toàn không thể xảy ra. KHÔNG nên đặt bất cứ thứ gì vào miệng hoặc cố gắng mở miệng của bệnh nhân khi họ đang trong cơn động kinh. Bởi việc làm này có thể gây hại cho người bệnh.']","Cơn động kinh co giật thường có dấu hiệu như sau:

1. Giật nhanh và mạnh trên toàn thân
2. Thay đổi màu da (xanh xao, tái xanh)
3. Thở nhanh hoặc khó thở
4. Mí mắt co rút
5. Thụt lông mày
6. Có thể mất ý thức ngắn hạn","Cơn động kinh co giật sẽ khiến cho các cơ của người đó bị giật và co thắt. Các cơ ở khuỷu tay, chân, cổ bị co lại và sau đó dãn ra nhanh chóng.",0.22,0.14285714285714285,0.916865289267738
Làm thế nào để sử dụng Azibiotic?,"['- Azithromycin được dùng 1 lần/ngày.\n- Người lớn: Điều trị bệnh lây qua đường tình dục với một liều duy nhất là 1 gam.\n- Các chỉ định khác: điều trị viêm phế quản, viêm phổi, viêm họng, nhiễm khuẩn da và mô mềm. Liều ngày đầu tiên: Azithromycin 500 mg; 4 ngày tiếp theo: liều đơn 250 mg/ngày.\n- Người cao tuổi: bằng liều của người lớn. Liều dùng trên đây chỉ mang tính chất tham khảo. Liều dùng cụ thể tùy thuộc vào tình trạng bệnh và cơ địa của từng người. Vì vậy, bạn nên đến gặp bác sĩ để được kê đơn thuốc với liều dùng phù hợp với bạn.']","Để sử dụng Azibiotic, bạn cần tuân thủ hướng dẫn của bác sĩ và hướng dẫn sử dụng thuốc. Thường thì Azibiotic được sử dụng dưới dạng viên nén hoặc viên đạn, uống trước bữa ăn. Thời gian sử dụng và liều lượng cần tuân thủ theo chỉ định của bác sĩ.",Azibiotic được dùng 1 lần/ngày.,0.73,0.5714285714285714,0.8994136606956026
Saponin triterpene trong Ngũ gia bì có tác dụng gì?,"['Ngũ gia bì có chứa khoảng 0,9 – 1% tinh dầu, saponin triterpene.']",Saponin triterpene trong Ngũ gia bì có tác dụng lợi tiểu và lợi mật.,"Saponin triterpene trong Ngũ gia bì có tác dụng kháng khuẩn, chống viêm và hạ sốt.",0.0,0.3333333333333333,0.9649534000664685
Nguyên nhân chính gây viêm khớp nhiễm trùng là gì?,"['Đây là một tình trạng bệnh lý nặng nề. Nguyên nhân có thể do vi trùng, virus hoặc nấm. Cơ chế gây bệnh chủ yếu do các gãy xương cũ gần khớp hoặc do sử dụng kim chích giảm đau nội khớp. Bệnh lý này nếu không điều trị có thể gây hoại tử khớp, thậm chí tử vong.']",Nguyên nhân chính gây viêm khớp nhiễm trùng là vi khuẩn xâm nhập vào khớp và gây ra viêm nhiễm.,"Viêm khớp nhiễm trùng có nguyên nhân chính là vi trùng, virus hoặc nấm.",0.5,0.5,0.930354855091993
Nếu thời điểm nhớ quên thuốc Cefurobiotic lại gần với liều tiếp theo thì nên làm gì?,"['Trường hợp quên dùng thuốc, hãy uống càng sớm càng tốt khi nhớ ra. Tuy nhiên, nếu gần với liều kế tiếp, hãy bỏ qua liều đã quên và uống liều kế tiếp vào thời điểm như kế hoạch. Không uống bù hai liều trong cùng một lần.']","Nếu thời điểm nhớ quên thuốc Cefurobiotic gần với liều tiếp theo, nên uống liều thuốc quên và thông báo cho bác sĩ.","Nếu gần với liều kế tiếp, bỏ qua liều đã quên và uống liều kế tiếp vào thời điểm như kế hoạch.",0.0,0.0,0.870565569842823
Người lái xe và người vận hành máy móc có được sử dụng thuốc Casalmux hay không?,"['Hiện vẫn chưa có đầy đủ nghiên cứu trên người. Tuy nhiên: - Phụ nữ có thai, cho con bú: Lưu ý chỉ nên sử dụng thuốc trong thời gian có thai và cho con bú khi thật cần thiết. Nghĩa là sau khi đã cân nhắc thật kĩ giữa lợi ích và nguy cơ cẩn thận giữa mẹ và bé.\n- Người vận hành máy móc: Thuốc hiếm khi gây ra tác dụng đau đầu trên người dùng thuốc. Do đó, vẫn có thể sử dụng cho người lái xe hoặc người vận hành máy móc. Tuy nhiên, dù hiếm nhưng vẫn có thể xảy ra. Do đó, nên thận trọng khi dùng.']","Không, người lái xe và người vận hành máy móc không được sử dụng thuốc Casalmux.","Người lái xe và người vận hành máy móc vẫn có thể sử dụng thuốc Casalmux vì thuốc hiếm khi gây ra tác dụng phụ đau đầu. Tuy nhiên, nên thận trọng khi dùng vì vẫn có thể xảy ra tác dụng phụ này.",0.0,0.0,0.8998433504585954
"Để Mộc thông mềm, cần làm gì tiếp theo sau các bước loại bỏ tạp chất, rửa sạch?","['Mộc thông đem về loại bỏ tạp chất, rửa sạch, ngâm trong nước, ủ mềm. Thái lát sau đó phơi hoặc sấy khô là được.']","Để mộc thông mềm sau khi loại bỏ tạp chất và rửa sạch, cần tiến hành sắc thuốc.","Để có được Mộc thông mềm, cần ngâm trong nước và ủ cho mềm trước khi thái lát.",0.0,0.0,0.8929651931869318
Viêm mí mắt là gì?,['- Cảm giác như có gì đó trong mắt bạn (cộm mắt).\n- Nóng hoặc cay mắt.\n- Chảy nước mắt.\n- Ngứa mắt.\n- Nhạy cảm với ánh sáng (sợ ánh sáng).\n- Mắt hoặc mí mắt sưng và đỏ.\n- Nước mắt có bọt hoặc có bọt nhỏ trong đó.\n- Mắt bị khô.\n- Mí mắt hoặc lông mi sần sùi khi bạn thức dậy.'],"Viêm mí mắt là tình trạng viêm nhiễm xảy ra ở vùng mí mắt, thường do vi khuẩn hoặc vi rút gây ra.","Viêm mí mắt là tình trạng mi mắt bị viêm nhiễm, thường xuất phát từ các tuyến dầu nhờn rất nhỏ ở gốc lông mi hoặc vi khuẩn có trên da.",0.57,0.3333333333333333,0.965916361304076
Sử dụng một số thuốc gây tăng axit dạ dày có thể dẫn đến tình trạng gì?,"['Một số thuốc khi uống vào có thể gây nóng rát dạ dày. Sự nóng rát có thể là trực tiếp cho thuốc kích ứng niêm mạc dạ dày. Cũng có thể gián tiếp từ tác dụng của thuốc làm tăng axit dạ dày, làm giảm chất nhầy bảo vệ dạ dày. Một số thuốc thường gặp có thể gây nóng rát bao tử bao gồm: - Nhóm thuốc kháng viêm Corticoide như: Prednisolon, Prednisone, Methylprednisolon,…\n- Các thuốc kháng viêm Non Steroid như: Diclofenac, Meloxicam, Naproxen, Aspirin,…\n- Thuốc kháng histamin H1 như: Chlopheniramin, Cetirizin, Fexofenadin,…\n- Thuốc kích thích thần kinh phó giao cảm như: Cisapride, Isopride,…\n- Các thuốc long đờm, làm loãng chất nhầy như: Bromhexin, Acetyl Cystein, Ambroxol,…']",Sử dụng một số thuốc gây tăng axit dạ dày có thể dẫn đến loét dạ dày tá tràng.,Sử dụng một số thuốc gây tăng axit dạ dày có thể dẫn đến tình trạng nóng rát dạ dày.,0.5,1.0,0.965874557836124
Cách dùng cây đuôi chuột như thế nào?,"['Dùng cỏ đuôi chuột tươi, đem ngâm rửa với nước muối cho sạch. Sau đó để ráo, giã nát và thêm đường vào, ngậm nuốt lấy nước.']","Cách dùng cây đuôi chuột bao gồm:

1. Cắt đốt đuôi chuột thành từng đoạn nhỏ.
2. Đặt đốt đuôi vào trong lỗ tai.
3. Dùng tay giữ chặt để đốt đuôi cố định trong tai.","Dùng cỏ đuôi chuột tươi, đem ngâm rửa với nước muối cho sạch. Sau đó để ráo, giã nát và thêm đường vào, ngậm nuốt lấy nước.",0.0,0.0,0.8821492465086005
Sử dụng thuốc chống động kinh suốt đời là cần thiết trong trường hợp nào?,"['Hầu hết trẻ bị động kinh vắng ý thức không gây ra biến chứng. Tuy nhiên, ở một số trẻ: - Phải dùng thuốc chống động kinh suốt đời để ngăn chặn cơn động kinh.\n- Diễn tiến đến co giật toàn bộ, như động kinh co cứng – co giật. Các biến chứng khác có thể bao gồm: - Khó khăn trong học tập.\n- Các vấn đề về hành vi.\n- Tách biệt với xã hội.']",Sử dụng thuốc chống động kinh suốt đời cần thiết khi người bệnh có triệu chứng động kinh tái phát thường xuyên và không đáp ứng tốt với các phương pháp điều trị khác.,Sử dụng thuốc chống động kinh suốt đời là cần thiết để ngăn chặn cơn động kinh ở một số trẻ bị động kinh vắng ý thức.,0.0,0.0,0.9427676535695343
Làm gì để có thể cải thiện chức năng sinh hoạt của người bệnh?,"['- Chuyên viên vật lí trị liệu có thể hướng dẫn những bài tập an toàn, thích hợp. Để tăng cường sức mạnh, sự linh động, thăng bằng cũng như sự điều hợp của cơ thể. Những bài tập này cũng giúp duy trì sự linh hoạt tốt nhất có thể và có thể giảm nguy cơ té ngã.\n- Hơn nữa, khi có chỉ định sử dụng xe lăn hay nạng, họ sẽ hướng dẫn người bệnh cách sử dụng sao cho đúng và an toàn.\n- Các nhà hoạt động trị liệu có thể hỗ trợ người bệnh, người nhà và người chăm sóc sử dụng những dụng cụ hỗ trợ để cải thiện chức năng sinh hoạt của người bệnh. Ví dụ: tay vịn xung quanh nhà, dụng cụ ăn uống thích hợp.\n- Các chuyên viên âm ngữ trị liệu có thể giúp người bệnh cải thiện khả năng nói rõ ràng hơn. Cũng như giúp cải thiện những vấn đề về nhai, nuốt.\n- Nhà tâm lí trị liệu có thể dùng những liệu pháp tâm lí, giúp người bệnh giải quyết những vấn đề về hành vi, tao điều kiện giao tiếp hiệu quả giữa các thành viên trong gia đình.']","Để cải thiện chức năng sinh hoạt của người bệnh, cần thực hiện các biện pháp sau:

1. Chăm sóc sức khỏe tổng thể
2. Tập thể dục đều đặn
3. Hạn chế căng thẳng
4. Thay đổi lối sống lành mạnh
5. Điều trị nguyên nhân gây bệnh","Các nhà hoạt động trị liệu có thể hỗ trợ người bệnh, người nhà và người chăm sóc sử dụng những dụng cụ hỗ trợ để cải thiện chức năng sinh hoạt của người bệnh.",0.0,0.0,0.8883268396271049
Trong trường hợp nào thì Bisoloc được sử dụng để điều trị suy tim?,"['Bisoloc được chỉ định trong một số trường hợp: - Tăng huyết áp.\n- Đau thắt ngực.\n- Suy tim mạn ổn định, từ vừa đến nặng, kèm giảm chức năng tâm thu thất trái đã được điều trị cùng với các thuốc ức chế enzym chuyển, lợi tiểu, và với glycosid trợ tim. Chỉ định này do thầy thuốc chuyên khoa quyết định Bạn nên nhớ đây là thuốc bán theo đơn và chỉ được sử dụng khi có chỉ dẫn của bác sĩ.']",Bisoloc (Bisoprolol) được sử dụng để điều trị suy tim do nguyên nhân do thuốc hoặc suy tim do nguyên nhân khác khi không đáp ứng tốt với các thuốc khác.,"Bisoloc được sử dụng để điều trị suy tim mạn ổn định, từ vừa đến nặng, kèm giảm chức năng tâm thu thất trái đã được điều trị cùng với các thuốc ức chế enzym chuyển, lợi tiểu, và với glycosid trợ tim.",0.2,0.3333333333333333,0.9258820756257486
Vật lý trị liệu có vai trò gì trong điều trị thoái hóa khớp háng?,"['Thay đổi lối sống. Cũng như các loại khớp khác thì ban đầu sẽ không có can thiệp phẫu thuật. Bằng cách thay đổi lối sống, khớp háng sẽ được bảo vệ hơn và làm chậm đi quá trình thoái hóa khớp. - Giảm thiểu các hoạt động làm nặng thêm tình trạng bệnh, ví dụ như leo cầu thang\n- Chuyển từ các hoạt động va chạm nhiều (như đi bộ, đánh tennis) sang các hoạt động nhẹ nhàng hơn (như bơi lội, đạp xe). Điều này làm giảm đi sức ép lên khớp háng.\n- Giảm cân cũng góp phần giảm sức ép lên khớp háng. Giảm cân giúp giảm đau và cải thiện chức năng của khớp. Vật lý trị liệu: Những bài tập đặc biệt có thể tăng khả năng vận động và độ dẻo dai, cũng như tăng cường sức mạnh của cơ ở chân và háng. Thuốc: Nếu các cơn đau ảnh hưởng đến sinh hoạt hàng ngày, hoặc đau không giảm sau khi sử dụng các biện pháp trên thì thầy thuốc có thể kê cho bạn một số thuốc giúp giảm đau và hạn chế quá trình viêm.']","Vật lý trị liệu giúp cải thiện chức năng khớp, giảm đau và tăng khả năng vận động cho người bệnh thoái hóa khớp háng.","Vật lý trị liệu bao gồm các bài tập đặc biệt giúp tăng khả năng vận động, độ dẻo dai và sức mạnh cơ ở chân và háng.",0.29,1.0,0.922435857242055
Rau ngót được sử dụng để chữa bệnh gì?,"['Lá rau ngót tươi rửa sạch giã nát, vắt lấy nước trộn với mật ong. Lấy gạc chấm vào hỗn hợp trên rồi bôi đều lên lưỡi ngày 3- 4 lần.']","Rau ngót được sử dụng để điều trị một số bệnh như đau bụng, tiêu chảy, và cảm lạnh.",Rau ngót được sử dụng để chữa bệnh tưa lưỡi.,0.0,0.5,0.9404651834485922
Giai đoạn 1B của ung thư vú có đặc điểm gì?,['- Giai đoạn 1A: Khối u nguyên phát rộng từ 2 cm trở xuống và các hạch bạch huyết không bị ảnh hưởng.\n- Giai đoạn 1B: Ung thư được tìm thấy trong các hạch bạch huyết gần đó và không có khối u ở vú hoặc khối u nhỏ hơn 2 cm.'],Giai đoạn 1B của ung thư vú có đặc điểm là tế bào ung thư di căn đến mô gian phế quản hoặc mô gian phổi.,"Trong giai đoạn 1B, ung thư được tìm thấy trong các hạch bạch huyết gần đó nhưng không có khối u ở vú hoặc khối u nhỏ hơn 2 cm.",0.0,0.0,0.8914711672589674
Tại sao nên chăm sóc sức khỏe vùng chậu?,"['Nếu bạn gặp bất kỳ điều gì bất thường ở vùng xương chậu, chẳng hạn như chảy máu giữa kì kinh hoặc đau bụng dưới không rõ nguyên nhân, hoặc các biểu hiện đã nêu ở phần trên, hãy hẹn gặp bác sĩ. Nếu không được điều trị, một số tình trạng vùng chậu có thể ảnh hưởng lâu dài đến sức khỏe và khả năng sinh sản của bạn. Vùng chậu chứa nhiều cơ quan quan trọng, đặc biệt là các cơ quan sinh sản. Chăm sóc giữ gìn, đặc biệt nhận biết các bất thường liên quan đến vùng chậu là cách để bảo vệ sức khỏe sinh sản bản thân.']","Chăm sóc sức khỏe vùng chậu giúp duy trì chức năng sinh sản, phòng tránh các bệnh lý nguy hiểm và tăng cường sức khỏe tổng thể.","Vùng chậu chứa nhiều cơ quan quan trọng, đặc biệt là các cơ quan sinh sản. Chăm sóc giữ gìn, đặc biệt nhận biết các bất thường liên quan đến vùng chậu là cách để bảo vệ sức khỏe sinh sản bản thân.",0.4,0.3333333333333333,0.9191024908959233
"Trong trường hợp bị thoát vị đĩa đệm cột sống thắt lưng, khi nào cơn đau lưng giảm?","['Thoát vị đĩa đệm không phải lúc nào cũng có triệu chứng. Mặc khác, các triệu chứng phổ biến nhất là tê, đau hoặc giảm cảm giác lan dọc xuống chân một bên hoặc hai bên. Những triệu chứng này ảnh hưởng đến các phần khác nhau của chân, tùy thuộc tầng đĩa đệm bị thoát vị. - Khởi phát đau lưng. Người bệnh có thể cảm thấy đau tỏa ra từ vùng lưng dưới.\n- Khi đau lan dọc xuống chân thì đau lưng giảm.\n- Đau lan xuống mông, đùi, cẳng chân; giảm đau với tư thế gập háng & gập gối. Người bệnh phải thay đổi tư thế mỗi 10-20 phút.\n- Hiệu ứng ho (Cough effect): 87% tăng đau khi ho, hắt hơi, nhảy mũi, rặn đi đại tiện.\n- Triệu chứng bàng quang (1-18%): Lúc đầu Bàng quang giảm cảm giác là dấu hiệu có sớm như khó đi tiểu, tiểu rặn, tiểu còn tồn đọng nước tiểu. Về sau, thường thấy có triệu chứng “kích thích” như mắc tiểu không nhịn lâu được (urinary urgency), tiểu nhiều lần (không bao gồm tiểu đêm). Bí tiểu liên quan đến chèn ép chùm rễ thần kinh đuôi ngựa.']","Khi thoát vị đĩa đệm cột sống thắt lưng được điều trị và phục hồi tốt, cơn đau lưng thường giảm sau khoảng 2-4 tuần điều trị. Tuy nhiên, cần tuân thủ đúng chỉ định của bác sĩ để đảm bảo hồi phục hoàn toàn.",Đau lưng giảm khi cơn đau lan dọc xuống chân xuất hiện.,0.0,0.0,0.8741429252301018
"Để tránh tác dụng phụ không mong muốn, liều lượng tối ưu cho mục đích sử dụng sâm tố nữ cần được xác định như thế nào?","['Dựa trên các nghiên cứu hiện có, liều lượng an toàn của sâm tố nữ bổ sung trong chế độ ăn uống cho người là 1-2 mg/kg thể trọng/ngày hoặc khoảng 50-100 mg/ngày.4 Lưu ý: sử dụng liều cao hơn 200 mg/kg thể trọng/ngày gây tăng sinh tế bào trong tuyến vú. Nếu dùng trong thời gian ngắn có thể tăng trọng lượng tử cung, giãn nở, xuất huyết và viêm thành tử cung. Nếu dùng liều này kéo dài có thể sinh ung thư nội mạc tử cung, tuyến vú. Vì vậy, liều lượng tối ưu cho mục đích sử dụng cần được tính toán trước để tránh tác dụng phụ không mong muốn.']","Để tránh tác dụng phụ không mong muốn, liều lượng tối ưu cho mục đích sử dụng sâm tố nữ nên được bác sĩ khám nghiệm tư vấn và chỉ định riêng cho từng người.","Để tránh tác dụng phụ không mong muốn, liều lượng tối ưu cho mục đích sử dụng sâm tố nữ cần được tính toán trước.",0.5,0.25,0.9653221645620291
"Trong trường hợp sử dụng thuốc Acritel quá liều, cần phải làm gì?","['Dùng thuốc Acritel quá liều gây ảnh hưởng đến hệ thần kinh trung ương hoặc tác dụng kháng cholinergic. Tác dụng không mong muốn ghi nhận bao gồm: lú lẫn, chóng mặt, giãn đồng tử, ngứa, bồn chồn, buồn ngủ, nhịp tim nhanh, bí tiểu,… Hiện không có thuốc giải độc đặc hiệu khi sử dụng thuốc Acritel quá liều. Cần báo ngay cho cơ sở y tế địa phương, hoặc bác sĩ hoặc sĩ ngay khi phát hiện tình trạng sử dụng thuốc quá liều để kịp thời xử lý.']","Nếu sử dụng thuốc Acritel quá liều, cần ngưng sử dụng thuốc và liên hệ với bác sĩ hoặc cơ sở y tế gần nhất ngay lập tức.","Cần báo ngay cho cơ sở y tế địa phương, hoặc bác sĩ hoặc sĩ ngay khi phát hiện tình trạng sử dụng thuốc quá liều để kịp thời xử lý.",0.8,0.6666666666666666,0.9046049281323073
Thời kỳ ủ bệnh tả có thể kéo dài đến bao nhiêu ngày?,"['Là thời gian từ lúc phẩy khuẩn tả xâm nhập cơ thể đến khi có các triệu chứng đầu tiên. Đây là lúc vi khuẩn sinh sôi phát triển, tích lũy độc tố trong cơ thể. Thời kỳ ủ bệnh của tả không có triệu chứng. Thường kéo dài từ 6 – 48 giờ, tối đa 5 ngày. Dù chưa có biểu hiện, thời kỳ này mầm bệnh vẫn có thể phát tán và lây lan.']",Thời kỳ ủ bệnh tả có thể kéo dài đến 1-2 tuần.,"Thường kéo dài từ 6 – 48 giờ, tối đa 5 ngày.",0.0,0.0,0.8830109916285
Tỷ lệ khối u thần kinh nội tiết được tìm thấy trong tuyến tụy là bao nhiêu?,"['Khoảng 7% khối U thần kinh nội tiết được tìm thấy trong tuyến tụy (ung thư tế bào đảo). Tuyến tụy là cơ quan vừa nội tiết và ngoại tiết. Nó tiết dịch tiêu hóa ( ngoại tiết ), giúp cho quá trình tiêu hóa và hấp thụ thức ăn. Ngoài ra tụy còn tiết hormon điều hòa quá trình tiêu hóa và kiểm soát đường huyết (nội tiết). ']",10-15%,Khoảng 7% khối u thần kinh nội tiết được tìm thấy trong tuyến tụy.,0.0,0.0,0.7850643298659405
Cơm rượu được dùng trong bài thuốc nào?,"['Rễ, lá, cành non Cơm rượu, mỗi thứ 40g, sao qua, tán nhỏ rồi sắc đặc uống vào lúc đói, ngày 3 lần. Khi uống thêm 30ml rượu trắng.']","Cơm rượu thường được sử dụng trong bài thuốc Đông y để điều trị các chứng bệnh về gan, tiêu hóa và các vấn đề sức khỏe khác.","Cơm rượu được dùng trong bài thuốc dành cho phụ nữ sau sinh bị tích huyết trong tử cung, ăn chậm tiêu, bụng trướng.",0.4,0.25,0.9406744700338403
Có những loại thuốc nào có khả năng làm trầm trọng hơn tình trạng chảy máu khi sử dụng chung với Clopias?,"['- Tương tác với các thuốc có nguy cơ gây chảy máu, thuốc chống đông dạng uống, heparin sẽ làm trầm trọng hơn tình trạng chảy máu.\n- Nếu dùng cùng với NSAID có khả năng gây chảy máu ẩn đường tiêu hoá.\n- Rượu làm tăng nguy cơ gây tổn thương đường tiêu hoá khi dùng chung với aspirin. Vì thế cần trao đổi với bệnh nhân có uống rượu trước khi điều trị.']","Thuốc corticosteroid, thuốc chốngplatelet, thuốc chốngplatelet yếu, thuốc chốngplatelet mạnh, thuốc chốngplatelet yếu và mạnh, thuốc chống đông máu, thuốc chống đông máu mạnh.","Thuốc chống đông dạng uống, heparin.",0.22,0.14285714285714285,0.8727468363331043
